,Clase.Original,Clase.LSTM,Certeza.Maxima,pr.intrusion,pr.reparacion,pr.marketing,pr.visitada,pr.sin_realizar,pr.seguridad,pr.ok_equipo,pr.sin_tarea,texto
531,intrusion,intrusion,"0,9994308352",[0.99943084],[0.00014862319],[0.00012618637],[2.6930886e-07],[0.0002785064],[5.9582994e-06],[7.1278805e-06],[2.4623032e-06],[' act por sot se cambio medidor por falta de precintos de carcaza se retira fase a fase se cambio medidor monofasico faltan precint carcaza y se retira fase a fase']
532,seguridad,seguridad,"0,8132844567",[0.0059923497],[0.0036209715],[0.052897662],[0.06430533],[0.05878918],[0.81328446],[0.0002177259],[0.0008923352],[' medidor normal se cambio tapa ']
533,reparacion,sin_realizar,"0,9935982227",[0.0036296041],[3.1205258e-05],[0.0002876385],[3.0428133e-05],[0.9935982],[0.0022562477],[4.7449743e-05],[0.00011920347],[' se verifico medidor monofasico y se cambio por error mayor al admisible y obsoleto se coloco caja trampa y termicase verifico medidor monofasico y se cambio por error mayor al admisible y obsoleto se coloco caja trampa y termica']
534,intrusion,intrusion,"0,9991592169",[0.9991592],[0.00019018188],[0.0002698347],[9.7701e-07],[0.0003457724],[1.1211826e-05],[1.6682932e-05],[6.0746343e-06],[' se verifica un fase a fase y sin precinto de carcasa se coloco caja anti hurto y termica y se cambio medidor monofasico y se realizo vision ocular y se realizo acta']
535,ok_equipo,ok_equipo,"0,9636656046",[0.00066760613],[0.01102526],[0.017479466],[0.00032424545],[0.00016236356],[8.650212e-05],[0.9636656],[0.0065888823],[' se verifico medidor trifasico normal se detecta en la carniceria clandestino no se pudo cortar ya que salio empleados agresivo mandar custodia se adjunta fotos']
536,reparacion,marketing,"0,441662997",[0.045529235],[0.06549525],[0.441663],[0.103273675],[0.050476234],[0.28198308],[0.0035481018],[0.008031446],[' se coloco tapa']
537,ok_equipo,seguridad,"0,2738392055",[0.25891602],[0.037878804],[0.2225271],[0.014107109],[0.18600246],[0.2738392],[0.0046443087],[0.0020850475],[' no se encuentra fraude se cambio tapa']
538,intrusion,visitada,"0,3965747654",[0.008398931],[0.33260617],[0.049614068],[0.39657477],[0.0009775341],[0.20531191],[0.00627939],[0.00023718315],[' act por wo se retira clandestino se verifica cableado toma a medidor normal se realiza control interno sitio normal se cambia tapa y termica ']
539,intrusion,intrusion,"0,9962522388",[0.99625224],[0.0024444764],[0.0007449437],[3.936678e-06],[0.0003833327],[8.040873e-05],[8.612853e-05],[4.5394618e-06],[' verificacion se retiro conexion clandestina en linea diracta se normalizo suministro se instalo tapa monofasicoinstalacion de tapa monofasico']
540,reparacion,marketing,"0,4816544056",[0.0668585],[0.016378943],[0.4816544],[0.019981919],[0.28709176],[0.07810377],[0.0058108694],[0.04411979],[' cambio de medidor']
541,seguridad,sin_realizar,"0,571434617",[0.016013615],[0.0026536442],[0.024431612],[0.0033391935],[0.5714346],[0.38155407],[0.00017516874],[0.0003980288],[' se reviso y adecuo medidor e instalacion sin anomalias se cambio tapa de habitaculo']
542,ok_equipo,sin_realizar,"0,4392983317",[0.110446535],[0.023698954],[0.294859],[0.013378218],[0.43929833],[0.10866987],[0.0030315586],[0.0066175465],[' se realizo prueba de arranque y vacio se realizo prueba completa de funcionamiento t con carga propia dando valores dentro de lo admisible se precinto se normalizo se adjunta foto ']
543,intrusion,intrusion,"0,9993950129",[0.999395],[0.00014214645],[0.00016399557],[7.190145e-07],[0.00027530725],[1.2327041e-05],[7.819502e-06],[2.6896025e-06],[' se encontro medidor con puente de excitacion flojos se normalizo medidor se adecuo habitaculo se realizo control en sitio normal se cambio y sello tapa se confecciono acta por fraude']
544,ok_equipo,ok_equipo,"0,7171304822",[0.0076477206],[0.09310611],[0.17255929],[0.00509244],[0.00053494587],[0.00069644244],[0.7171305],[0.0032326533],[' a que den acceso encargado de licencia suplente sin dias ni horarios fijos vecina b dio acceso medidor precinto parado pba de funcionando sin anomalias ']
545,intrusion,marketing,"0,501029551",[0.35693488],[0.034123283],[0.50102955],[0.0056915144],[0.044162035],[0.012198343],[0.0077571855],[0.038103215],[' derivacion clandestina']
546,reparacion,sin_realizar,"0,955640018",[0.01969611],[0.00017743559],[0.005678619],[0.00015631615],[0.95564],[0.017969519],[7.7512545e-05],[0.00060456415],[' se verifico medidor con problemas de constante se cambio y normalizo']
547,reparacion,sin_realizar,"0,485722661",[0.05587386],[0.021413442],[0.32994977],[0.008743683],[0.48572266],[0.07670315],[0.004417522],[0.017175926],[' se cambio medidor monofasico']
548,reparacion,sin_realizar,"0,9690231681",[0.017028421],[0.000426707],[0.006524705],[0.00011792667],[0.96902317],[0.005855907],[0.00026259111],[0.0007605942],[' se cambio medidor con display rotose adecuo conexiones']
549,seguridad,seguridad,"0,8714139462",[0.00046204546],[0.0009509448],[0.019143624],[0.105879925],[0.0020493947],[0.87141395],[2.0950463e-05],[7.910567e-05],[' m normal convencional v svp por sondeo de acometidainstalacion caja antihurto en caja metalica existente']
550,intrusion,intrusion,"0,999253571",[0.9992536],[0.0001852016],[0.0001972369],[7.111364e-07],[0.00032931572],[9.769863e-06],[1.816781e-05],[6.0287352e-06],[' puente de fase se retira fraude se coloca caja antihurto se sella habitaculo dejando bornera precintada y todo normalizado']
551,ok_equipo,seguridad,"0,9428443909",[0.007068056],[0.0019606366],[0.02044558],[0.022071209],[0.005555577],[0.9428444],[1.2903085e-05],[4.165151e-05],[' se verifico medidor perteneciente a un cartel de publicidad abandonado se realizo inspeccion completa se comprobo el normal funcionamiento del medidor y estado de sus conexiones se precinto y cambio tapa rectangular ']
552,ok_equipo,sin_tarea,"0,97074157",[0.0011355528],[0.0070673884],[0.012579874],[0.0026862824],[0.00015436359],[0.00046393753],[0.0051710657],[0.97074157],[' el dia el medidor numero fue retirado por ol atc no se encontro conexion directa ni suministro de terceros']
553,intrusion,intrusion,"0,9807110429",[0.98071104],[0.007831836],[0.008172288],[4.5030196e-05],[0.002517585],[0.00017182493],[0.00045645304],[9.398624e-05],[' se cambia medidor manipulado y se cierran todas las tapas de toma y habitaculo del gabinete']
554,seguridad,seguridad,"0,9832752347",[0.00037129744],[0.00035262323],[0.004976286],[0.0079205595],[0.0030884645],[0.98327523],[4.0862883e-06],[1.1478337e-05],[' se normaliza svp instalacion de caja antihurto verificacion de funcionamiento de medidorinstalacion de caja antihurto y termica de amperes']
555,reparacion,seguridad,"0,5479943752",[0.015072864],[0.0435872],[0.189171],[0.18731801],[0.014374681],[0.5479944],[0.0012656663],[0.0012161211],[' se realizo inspeccion completa de medidor numero el mismo se encontro normal con poco uso comercial se realizo cambio de tapas de habitaculo']
556,ok_equipo,visitada,"0,8143348098",[0.002223542],[0.0072208904],[0.14302674],[0.8143348],[0.001780231],[0.023968652],[0.0019101951],[0.0055348733],[' sin anomalia']
557,ok_equipo,visitada,"0,5893466473",[0.0072092796],[0.016343402],[0.31702784],[0.58934665],[0.0058337613],[0.048754405],[0.0028950619],[0.012589693],[' se encontro normal']
558,ok_equipo,visitada,"0,769762516",[0.002063177],[0.02313013],[0.17076764],[0.7697625],[0.00066835276],[0.028760932],[0.0029887976],[0.0018584938],[' se encontro medidor precintado se tomo y comparo cargas y tensiones se verifico conexionados en toma y linderos sin anomalias fotos']
559,seguridad,seguridad,"0,8830122948",[0.006463004],[0.0032333685],[0.04092492],[0.031002315],[0.034964286],[0.8830123],[0.000107860695],[0.00029198197],[' verificacion completa cambio de tapa monofasica ']
560,reparacion,sin_realizar,"0,9306885004",[0.05887375],[0.0005184272],[0.0058269384],[6.159112e-05],[0.9306885],[0.0031144326],[0.00022562162],[0.0006906679],[' se realizo inspeccion completa de medidor numero el mismo se encontro incendiado se realizo cambio se instala medidor hxe numero ']
561,seguridad,seguridad,"0,8273482323",[0.00073655206],[0.0010615477],[0.010009062],[0.15863712],[0.002132271],[0.82734823],[1.84289e-05],[5.6697594e-05],[' se verifico medidor funciona normal se coloco caja antihurto']
562,ok_equipo,seguridad,"0,9759528041",[0.00050985796],[0.0003357339],[0.0040237787],[0.010515351],[0.008632883],[0.9759528],[8.141751e-06],[2.1490645e-05],[' medidor funcionando normal se cambio tapa y termica de a']
563,ok_equipo,seguridad,"0,8044609427",[0.0012477422],[0.005633148],[0.015872408],[0.17123246],[0.0014943505],[0.80446094],[4.4871256e-05],[1.4119057e-05],[' se verifica medidor monofasico sin anomalia no se registro conexion directa se cambia ramal deteriorado y tapa dejando suministro edenor normal']
564,seguridad,marketing,"0,4456096888",[0.055519],[0.026305487],[0.4456097],[0.13975596],[0.05606762],[0.26303115],[0.0024256126],[0.011285354],[' caja antihurto']
565,intrusion,intrusion,"0,9793807864",[0.9793808],[0.0035853053],[0.009482685],[7.87915e-05],[0.0065965997],[0.00050051603],[0.00027612018],[9.923968e-05],[' se verifico medidor con puente de excitacion caido se normalizo y se realizo comparacion de cargas']
566,seguridad,marketing,"0,4426546395",[0.025604932],[0.026027627],[0.44265464],[0.12458041],[0.07348457],[0.29095078],[0.0042219833],[0.012475036],[' tapa rota']
567,intrusion,seguridad,"0,8400187492",[0.031071922],[0.008808872],[0.09834467],[0.012082854],[0.009357217],[0.84001875],[6.954893e-05],[0.00024615158],[' m sin fraude convencional verificacion completa de t cambio de acometida s cruce verificacion de error en medidor instalacion de caja der izquierda de monoposte se retiro directo del vecinonormalizado']
568,ok_equipo,visitada,"0,8143348098",[0.002223542],[0.0072208904],[0.14302674],[0.8143348],[0.001780231],[0.023968652],[0.0019101951],[0.0055348733],[' sin anomalia']
569,intrusion,reparacion,"0,4556877315",[0.018112157],[0.45568773],[0.26075074],[0.23718242],[0.0004649169],[0.00994437],[0.01620696],[0.0016506535],[' se retira clandestino en lindero sin medicion pillado tapas rotas ']
570,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
571,seguridad,marketing,"0,3886992037",[0.06622241],[0.018308312],[0.3886992],[0.10747214],[0.086127795],[0.32039317],[0.0019928801],[0.010784094],[' caja trampa']
572,ok_equipo,marketing,"0,7147020102",[0.0156512],[0.036771424],[0.714702],[0.14483665],[0.0070285997],[0.014149521],[0.015394387],[0.051466223],[' sin anomalias']
573,ok_equipo,seguridad,"0,8461512327",[0.0004171775],[0.00078545953],[0.009594318],[0.14080213],[0.0021746343],[0.84615123],[2.4324432e-05],[5.064718e-05],[' verifica completa sin anomalia se cambio tapa puntual']
574,intrusion,intrusion,"0,9981909394",[0.99819094],[0.0005975604],[0.00045597658],[1.6866386e-06],[0.00068889454],[4.159753e-05],[1.9009754e-05],[4.373273e-06],[' se retiro conexion clandestina de habitaculo cambio de caja de monoposte']
575,ok_equipo,seguridad,"0,6960458755",[0.013042116],[0.025780065],[0.13656671],[0.032550417],[0.091130264],[0.6960459],[0.001986646],[0.0028979126],[' se readecuo habitaculo se reviso medidor monofasico se precinto se fijo y sello tapa en buen estado cliente manifesto medidor en desuso va a solicitar retiro ']
576,intrusion,intrusion,"0,9994497895",[0.9994498],[0.0001657597],[0.00013798142],[4.475155e-07],[0.00022634571],[7.309839e-06],[9.932236e-06],[2.4938117e-06],[' se encontro derivacion clandestina en caño embutido se retiro conexion clandestina se coloco caño pvc externo se cambio caja antihurto se precinto ']
577,intrusion,intrusion,"0,9993745685",[0.99937457],[0.00014064611],[0.00011739694],[3.7523031e-07],[0.0003491075],[9.033e-06],[6.99571e-06],[1.9758556e-06],[' r con fraude convencional se retira puente fase a fase y se normaliza se coloca caja antihurto']
578,reparacion,sin_realizar,"0,9857625961",[0.0070232227],[0.0002505698],[0.0014973397],[0.00011965438],[0.9857626],[0.004481914],[0.0003793832],[0.00048536342],[' se cambio medidor por mal funcionando en arranque se cambio tapa se verifica conexion clandestina lindera el cual no permiten el corte casa habitada coordenadas ']
579,ok_equipo,visitada,"0,6247074604",[0.00020709941],[0.0019503834],[0.022154264],[0.62470746],[0.0005034011],[0.35029715],[7.1358794e-05],[0.00010883719],[' se realizo inspeccion completa medidor normal con todos sus precintos correspondientes se coloco marco y tapa se verifico lindero por app']
580,reparacion,seguridad,"0,7609963417",[0.036909766],[0.016115531],[0.087127596],[0.09170635],[0.0068940297],[0.76099634],[0.0001072254],[0.00014306587],[' b sin fraude convencional se realizo verificacion completa se coloco caja antihurto']
581,intrusion,intrusion,"0,9976536632",[0.99765366],[0.0003048709],[0.00045534864],[1.2257908e-06],[0.0015069529],[1.811922e-05],[4.019407e-05],[1.9631629e-05],[' se verifica medidor y acometida se encuentra medidor con puente de fase a fase se cambia medidor por obsoleto se coloca caja antifraude se deja normalizado']
582,ok_equipo,reparacion,"0,9627108574",[0.006894144],[0.96271086],[0.017114026],[0.010550112],[3.385426e-05],[0.0013418586],[0.0013202785],[3.487043e-05],[' medidor sin suministro suministro suspendido por deuda ']
583,ok_equipo,ok_equipo,"0,4456064701",[0.0052649076],[0.09046437],[0.3845003],[0.032983515],[0.00510269],[0.008762877],[0.44560647],[0.027314816],[' no se localiza direccion se cambia tapa en medidor ']
584,ok_equipo,visitada,"0,9566540718",[0.00020145436],[0.016424108],[0.020118719],[0.9566541],[2.8503202e-05],[0.0045540454],[0.0016753827],[0.00034374723],[' medidor sin anomalia sin actividad vivienda vacia app']
585,ok_equipo,ok_equipo,"0,3762484491",[0.015368521],[0.2326073],[0.21732597],[0.11339318],[0.005801283],[0.03201583],[0.37624845],[0.0072394735],[' en puntual se verifica medidor trifasico con precinto correspondientes se se verifico instalacion completa de medidor e instalacion se tomo tension y carga no se encontraron anomalias']
586,intrusion,intrusion,"0,8159247637",[0.81592476],[0.04261121],[0.058270976],[0.0012050418],[0.04476851],[0.036001146],[0.00086066587],[0.0003576792],[' se normalizo conexiones en habitaculo y se cambio tapa ']
587,ok_equipo,visitada,"0,5550718904",[0.008415881],[0.015814848],[0.30636096],[0.5550719],[0.014126565],[0.08440126],[0.0022755144],[0.013533099],[' verifica completa de medidor normal ']
588,reparacion,sin_realizar,"0,9658846855",[0.017262343],[0.00080997875],[0.0065964386],[0.00011755706],[0.9658847],[0.008527678],[0.00033349294],[0.00046779276],[' cerradura rota se cambio a medidor quemado relacion con ac de rehabilitacion']
589,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
590,seguridad,seguridad,"0,9778098464",[0.00017579859],[0.00020697706],[0.0035171018],[0.014191071],[0.0040778965],[0.97780985],[5.0787135e-06],[1.6187565e-05],[' el medidor funciona bien neurtro y acometida el normal estado se cambio tapa ']
591,seguridad,seguridad,"0,9056949019",[0.0116988085],[0.013302941],[0.039568115],[0.028183496],[0.0014802471],[0.9056949],[3.641937e-05],[3.5008576e-05],[' se encontro normal y se coloco caja izquierda derecha termica y disyuntor no se coloco plomo por falta de tapa borneracerradura rota']
592,intrusion,marketing,"0,6431639791",[0.034131497],[0.03775911],[0.643164],[0.078874014],[0.053653482],[0.12545255],[0.0064894315],[0.0204759],[' tapa abierta ']
593,reparacion,seguridad,"0,9810820818",[0.0006867926],[0.00033785746],[0.0057294434],[0.002883999],[0.009256157],[0.9810821],[7.174843e-06],[1.6437014e-05],[' se verifico medidor normal sin anomalias se cambio acometida en mal estado y se cambio caja monoposte por svpse instalo caja monoposte']
594,intrusion,marketing,"0,6467761397",[0.008752507],[0.088432394],[0.64677614],[0.17477673],[0.003463221],[0.011552726],[0.030158782],[0.036087412],[' cliente rehabilitado']
595,ok_equipo,marketing,"0,5039093494",[0.03040677],[0.04027982],[0.50390935],[0.09794336],[0.09289576],[0.16053532],[0.015849257],[0.05818039],[' se verifico medidor con tapa rota moreno mazzucco']
596,reparacion,sin_realizar,"0,9798128605",[0.008345451],[0.00041892106],[0.002769335],[0.00017202778],[0.97981286],[0.0077404566],[0.00023695342],[0.0005040725],[' se encuentra medidor quemado se cambia medidor con caja tranpa y termica dejando normalizada la medicion']
597,ok_equipo,reparacion,"0,5056996346",[0.09365151],[0.50569963],[0.13852465],[0.012226114],[0.036365096],[0.20234805],[0.010682528],[0.0005024693],[' se rehabilito medidor se cambio tapa y termica ']
598,ok_equipo,marketing,"0,5436107516",[0.008039595],[0.1938851],[0.54361075],[0.17469257],[0.0018330283],[0.0063122343],[0.047510464],[0.024116272],[' medidor sin anomalias departamento electrico calefon anafe microondas etc ']
599,reparacion,sin_realizar,"0,9880037308",[0.0049019535],[0.0002176837],[0.0013217565],[0.0001115921],[0.98800373],[0.0046253223],[0.0003209881],[0.0004969006],[' se cambio medidor monofasico quemado se coloco tapa y termomagnetica monofasico mandar a cambiar monoposte de madera podrido en base']
600,ok_equipo,visitada,"0,9419003725",[0.00045110087],[0.021996217],[0.028218864],[0.9419004],[3.8902777e-05],[0.0056227082],[0.0016363326],[0.0001355289],[' se verifico normal casa cerrada en obra sin techo tablero general sin ramales de salida hacia propiedad']
601,marketing,visitada,"0,8178779483",[0.001323241],[0.010816064],[0.104903966],[0.81787795],[0.0011300981],[0.06219557],[0.000694173],[0.0010588093],[' m sin fraude convencional se encuentra medidor se realiza verificacion completa medidor normal con poco consumo departamento desocupado']
602,ok_equipo,visitada,"0,4446678758",[0.004943928],[0.034920275],[0.29581493],[0.44466788],[0.0037407312],[0.038921736],[0.1719872],[0.005003379],[' se encontro medidor sin consumo con comercio cerrado se realizo verificacion completa y no se hallo anomalia alguna se precinta y cambia tapa ']
603,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
604,seguridad,reparacion,"0,5657121539",[0.10922566],[0.56571215],[0.11999186],[0.07053597],[0.0025292155],[0.12952936],[0.002270056],[0.00020572938],[' falla en sistema se verifico medidor y acometida sin anomalias se coloco caja antihurto ']
605,ok_equipo,seguridad,"0,8478930593",[0.014082459],[0.0038342439],[0.022812415],[0.007219032],[0.10373245],[0.84789306],[0.00021265063],[0.00021362936],[' se encontro medidor trifasico con termica rota se verifico instalacion y carga a medidor sin anomalias se cambio tapa y termica']
606,seguridad,reparacion,"0,5450385213",[0.030955637],[0.5450385],[0.18777959],[0.19235939],[0.0011058311],[0.037303887],[0.0050969846],[0.0003601533],[' se realiza inspeccion completa se observa medidor sin anomalias medidor sin anomalias se coloco caja anti hurto']
607,marketing,reparacion,"0,9528980255",[0.007957681],[0.952898],[0.031863652],[0.0013346022],[8.811554e-05],[0.00023968535],[0.005222578],[0.00039571172],[' se retira medidor fuera de sistema ']
608,ok_equipo,ok_equipo,"0,824170053",[0.00083672896],[0.1265436],[0.03951874],[0.0074086785],[9.996234e-05],[0.00063484535],[0.82417005],[0.00078737555],[' no tiene pilar vivienda en directo no se corta por aislamiento social ']
609,seguridad,sin_realizar,"0,834191978",[0.010864547],[0.00063158304],[0.021548595],[0.0012022008],[0.834192],[0.13034303],[0.00020424776],[0.0010137395],[' hoja dime fotos se veirf medidor precintado y sin carga segun admisible se encuentra vacio se verifica vidrio frente suelto se cambia por svp por el n se cambio medidor por vidrio de frente del medidor suelto']
610,reparacion,sin_realizar,"0,8987756968",[0.01781555],[0.0006877348],[0.005378409],[0.00064892485],[0.8987757],[0.076188006],[0.00018516259],[0.00032047642],[' hoja dime fotos se verifica medidor precintado con carga amperes y disco integrando de a saltos se aplico carga propia y hace lo mismo se cambio por n se verifica lind sin tapa bornera ']
611,intrusion,sin_realizar,"0,9872615337",[0.00897406],[9.622629e-05],[0.0007924846],[4.6973626e-05],[0.98726153],[0.0023817702],[0.00013754838],[0.00030951103],[' se realiza inspeccion completa se cambia medidor quemado se coloca caja trampa termomagnetica y cable derivacion conect a la carga del medidor se labra acta se adjunta foto ']
612,intrusion,marketing,"0,4426546395",[0.025604932],[0.026027627],[0.44265464],[0.12458041],[0.07348457],[0.29095078],[0.0042219833],[0.012475036],[' tapa rota']
613,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
614,ok_equipo,marketing,"0,5822325349",[0.005911298],[0.054443568],[0.58223253],[0.12016157],[0.004746778],[0.009606085],[0.17618415],[0.04671409],[' no se encontraron anomalias visibles ']
615,seguridad,visitada,"0,8286632895",[0.0026124255],[0.028059294],[0.028291391],[0.8286633],[0.00021806419],[0.11190767],[0.00019699369],[5.087991e-05],[' se encontro medidor funcionando correctamente sin irregularidades y sin actividad al momento de la inspeccion en lote se coloco tapa pvc tapa rota']
616,ok_equipo,visitada,"0,5893466473",[0.0072092796],[0.016343402],[0.31702784],[0.58934665],[0.0058337613],[0.048754405],[0.0028950619],[0.012589693],[' se encontro normal']
617,seguridad,intrusion,"0,4576759636",[0.45767596],[0.07944985],[0.33351773],[0.05377985],[0.002805453],[0.06644748],[0.0042892024],[0.0020345228],[' se llego al lugar y se coloco caja antihurto y termica el medidor se encontro sin precinto y se realizo verificacion interno sitio ma ct tapa ilegible sin precinto']
618,ok_equipo,visitada,"0,6830611229",[0.0020507101],[0.015343447],[0.2572831],[0.6830611],[0.0012975053],[0.009044547],[0.016851343],[0.0150682],[' se realizo comparacion c carga propia prueba de arranque y vacio sin anomalias']
619,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
620,ok_equipo,reparacion,"0,5583490133",[0.00055415416],[0.558349],[0.03950927],[0.04488609],[4.159479e-05],[0.0009982998],[0.35501724],[0.0006443271],[' edificio con sala de medidores incendiada estan adecuando reparando sin conexiones directas edificio sin alimentacion ']
621,intrusion,marketing,"0,6649525166",[0.14627886],[0.035862613],[0.6649525],[0.037767738],[0.03416867],[0.027416136],[0.0076087695],[0.045944687],[' fraude']
622,ok_equipo,visitada,"0,6989446282",[0.0047491575],[0.013678893],[0.22839217],[0.6989446],[0.0050485646],[0.033566557],[0.0036377076],[0.011982413],[' medidor sin anomalia']
623,ok_equipo,visitada,"0,5893466473",[0.0072092796],[0.016343402],[0.31702784],[0.58934665],[0.0058337613],[0.048754405],[0.0028950619],[0.012589693],[' se encontro normal']
624,ok_equipo,visitada,"0,4834816754",[0.0023247402],[0.05335988],[0.33065712],[0.48348168],[0.00059839984],[0.0052328007],[0.10496235],[0.019383118],[' domicilio sin encargado vecino permitio acceso sin anomalias']
625,seguridad,reparacion,"0,7050805688",[0.0016958426],[0.70508057],[0.039309792],[0.209765],[0.00012105092],[0.010390803],[0.033468783],[0.00016821024],[' se verificaron medidores apagados con caño de bajada nuevo se coloco acometida mono sin cruce se adjunta fotos clientes quedan con suministro normal']
626,seguridad,seguridad,"0,3441087902",[0.008224487],[0.015124761],[0.27529874],[0.32508227],[0.024595829],[0.3441088],[0.002469751],[0.005095249],[' caja de chapa rota']
627,ok_equipo,marketing,"0,7147020102",[0.0156512],[0.036771424],[0.714702],[0.14483665],[0.0070285997],[0.014149521],[0.015394387],[0.051466223],[' sin anomalias']
628,ok_equipo,seguridad,"0,8837015629",[0.004005227],[0.0015098943],[0.026317295],[0.06653781],[0.017635467],[0.88370156],[5.4682525e-05],[0.00023797266],[' se encontro normal y se cambio tapa']
629,intrusion,intrusion,"0,5277865529",[0.52778655],[0.03084029],[0.35507056],[0.005842084],[0.0479475],[0.016591148],[0.0025201233],[0.013401727],[' fase por fase']
630,ok_equipo,visitada,"0,5893466473",[0.0072092796],[0.016343402],[0.31702784],[0.58934665],[0.0058337613],[0.048754405],[0.0028950619],[0.012589693],[' se encontro normal']
631,intrusion,intrusion,"0,8649508953",[0.8649509],[0.067669585],[0.05834753],[0.0005877667],[0.004360607],[0.0019775454],[0.0017698092],[0.0003361827],[' se retiro conexion directa de linea cerradura rota']
632,ok_equipo,reparacion,"0,6904613376",[0.006858091],[0.69046134],[0.15631393],[0.026982518],[0.0016624454],[0.006029681],[0.10931832],[0.0023736998],[' traspaso de acometida de medidor convencional al vuelo cliente con suministro se uso precintos']
633,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
634,intrusion,marketing,"0,3675081134",[0.17547159],[0.06653296],[0.3675081],[0.039935812],[0.093022704],[0.25211868],[0.0029711137],[0.0024390002],[' cerradura rota y acometida deficiente']
635,seguridad,marketing,"0,3686805665",[0.10640057],[0.05720704],[0.36868057],[0.040383425],[0.09467586],[0.31847978],[0.007020583],[0.0071521285],[' se verifico medidor monofasico con funcionamiento normal no se observo fraude se cambio ramal monofasico entre toma y medidor y tapa fotos se pide espontanea para cambiar medidor lindero n por carcasa rajada lindero normalacometida deficiente']
636,ok_equipo,seguridad,"0,80637604",[0.0056699044],[0.011762317],[0.08568959],[0.04733129],[0.041886635],[0.80637604],[0.0005829826],[0.0007012614],[' se verifica y se cambia la tapa rectangular chica']
637,ok_equipo,seguridad,"0,9599943161",[0.00036672186],[0.00031886817],[0.004165629],[0.032966126],[0.0021673618],[0.9599943],[5.1609104e-06],[1.5887052e-05],[' se realizo inspeccion completa se encuentra normal se cambio tapa monofasica']
638,ok_equipo,marketing,"0,5751328468",[0.010476944],[0.16802207],[0.57513285],[0.14161663],[0.004707515],[0.027543727],[0.06741024],[0.0050900616],[' puentes bien se coloco caloventor y el medidor integra no se observan anomalias']
639,seguridad,marketing,"0,7148416042",[0.031755786],[0.1024363],[0.7148416],[0.059286986],[0.0074095977],[0.007025714],[0.027723115],[0.049520954],[' medidor sin anomalias medidor sin anomalias']
640,ok_equipo,reparacion,"0,7651075125",[0.037524406],[0.7651075],[0.044736773],[0.09631616],[0.00080864417],[0.04705101],[0.007962474],[0.0004931002],[' se verifica medidor suspendido por morosidad se consulto a base y se deja cliente con suministro por orden de suspendido anulada se realizo inspeccion completa se cambio tapa rectangular chica se fijo y se precinto']
641,ok_equipo,seguridad,"0,9037660956",[0.037212145],[0.0034481352],[0.038722664],[0.0064289444],[0.010314051],[0.9037661],[2.1011114e-05],[8.691549e-05],[' se realizo verificacion a dicho medidor se encontro sin anomalia se afecto habitaculo y se coloco tapa nueva se le cambio tapa a medidores vecinos numero y al se retiro conexion clandestina ']
642,seguridad,marketing,"0,5526428819",[0.0058926283],[0.06758951],[0.5526429],[0.0768154],[0.0052363407],[0.008531685],[0.21612242],[0.06716925],[' no hay kiosco']
643,ok_equipo,seguridad,"0,9444102645",[0.0004842766],[0.000473365],[0.006973423],[0.041792177],[0.0057862927],[0.94441026],[1.8104716e-05],[6.199975e-05],[' se verifico normal se cambio tapa termica']
644,ok_equipo,intrusion,"0,7413673401",[0.74136734],[0.06334282],[0.05234841],[0.0029859743],[0.10771559],[0.02987226],[0.001516373],[0.00085119],[' medidor activo se reviso medidor y cableado sin anomalias al momento de la inspeccion se coloco caja antihurto ']
645,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal svp ']
646,intrusion,reparacion,"0,3702005446",[0.2852809],[0.37020054],[0.30919188],[0.013523369],[0.0047591026],[0.009049337],[0.0065271533],[0.0014677246],[' se retiro conexion directa cliente manifiesta reconectarse ']
647,ok_equipo,seguridad,"0,5699808598",[0.0251781],[0.016921034],[0.20967303],[0.13152851],[0.042246863],[0.56998086],[0.0010949802],[0.0033766478],[' interno sitio t colocacion de caja antihurto']
648,ok_equipo,reparacion,"0,6926828623",[0.02711917],[0.69268286],[0.09911717],[0.030668395],[0.0016880612],[0.023796702],[0.124809474],[0.00011817547],[' act por wo verifica completa t no se encuentran anomalias se coloca marco y tapa no se coloco plomo por falta de tapa de bornera']
