clase_original,texto_original,texto_etl,texto_corregido,id_clase,nro_palabras
ok_equipo,"medidor normal ,se encuentra en ruta XX entra la tabaqueras y la pulperia casi frente al cementerio",medidor normal encontro ruta entra tabaqueras pulperia casi frente cementerio, medidor normal se encuentra en ruta entra la tabaqueras y la pulperia casi frente al cementerio,6,10
ok_equipo,se realiza verificacion completa con calculo de error porcentual no se encontraron anomalias ni director vivienda aparentemente deshabitada,realizo verificacion completa con calculo error porcentual no encontraron anomalia ni directo vivienda aparentemente deshabitada, se realiza verificacion completa con calculo de error porcentual no se encontraron anomalias ni directo vivienda aparentemente deshabitada,6,15
seguridad,"se realizo reinstalacion de monospote a linea munisical se coloco poste, termica , caja monoposte",realizo reinstalacion monospote linea munisical coloco poste termica caja monoposte, se realizo reinstalacion de monospote a linea munisical se coloco poste termica caja monoposte,5,10
seguridad,"acometida empalmada dentro de habitaculo sin derivaciones visibles. no se pudo sondear ramal, el mismo se encuentra trabado, no se pudo cambiar acometida por poste de cruce podrido. se adjunta foto. se cambio tapa habitaculo",acometida empalmada dentro habitaculo sin derivaciones visibles no pudo sondear ramal mismo encontro trabado no pudo cambiar acometida poste cruce podrido adjunta foto cambio tapa habitaculo, acometida empalmada dentro de habitaculo sin derivaciones visibles no se pudo sondear ramal el mismo se encuentra trabado no se pudo cambiar acometida por poste de cruce podrido se adjunta foto se cambio tapa habitaculo,5,26
seguridad,medidor normal. se coloco caja antihurto y prefomrado,medidor normal coloco caja antihurto prefomrado, medidor normal se coloco caja antihurto y prefomrado,5,6
seguridad,se cambio tapa monofasico.,cambio tapa monofasico, se cambio tapa monofasico ,5,3
seguridad,so coloco tapa rectangular china i acondiciono medidor,so coloco tapa rectangular china acondiciono medidor, so coloco tapa rectangular china i acondiciono medidor,5,7
seguridad,"se reacomoda medidor caido, se realiza verificacion completa. X tapa recta chica X termica uni de XX X plomito hilo X sellador",reacomoda medidor caido realizo verificacion completa tapa rectangular chica termica uni plomito hilo sellador, se reacomoda medidor caido se realiza verificacion completa tapa rectangular chica termica uni de plomito hilo sellador,5,14
ok_equipo,se realizo verificacion completa medidor funciona normal.,realizo verificacion completa medidor funciona normal, se realizo verificacion completa medidor funciona normal ,6,6
no_identificada,vivienda desocupada.-,vivienda desocupada, vivienda desocupada ,7,2
ok_equipo,"medidor normal, habia directo lindero ( local) se corto.",medidor normal directo lindero local corto, medidor normal habia directo lindero local se corto ,6,6
seguridad,se verifico medidor y acometida sin anomalias. se cambio caja antihurto y termica. se conecto medidor lindero XXXXXXX.,verifico medidor acometida sin anomalia cambio caja antihurto termica conecto medidor lindero, se verifico medidor y acometida sin anomalias se cambio caja antihurto y termica se conecto medidor lindero ,5,12
seguridad,se encontro medidor monofasico sin anomalias y se cambio tapa monofasica y termica asociada,encontro medidor monofasico sin anomalia cambio tapa monofasica termica asociada, se encontro medidor monofasico sin anomalias y se cambio tapa monofasica y termica asociada,5,10
seguridad,"medidor normal. neutro, conexionado y acometida normales. carga externa X.X amp. se fijo medidor. cambio tapa monof",medidor normal neutro conexionado acometida normales carga externa amperes fijo medidor cambio tapa monofasico, medidor normal neutro conexionado y acometida normales carga externa amperes se fijo medidor cambio tapa monofasico,5,14
seguridad,carga Xa.se realizo inspec completa medidor XXXXXX. medidor sin anomalias. se coloco tapa rectangular chica. medidor sin consumo clables de salida de la termica del cliente desconectado.,carga realizo inspec completa medidor medidor sin anomalia coloco tapa rectangular chica medidor sin consumo clables salida termica cliente desconectado, carga a se realizo inspec completa medidor medidor sin anomalias se coloco tapa rectangular chica medidor sin consumo clables de salida de la termica del cliente desconectado ,5,20
seguridad,prueba de potencia normal. medidor normal. acometida normal. se cambio tapa recta monof y se coloco tapa recta monof en habit.lindero por seg.en via publica,prueba potencia normal medidor normal acometida normal cambio tapa rectangular monofasico coloco tapa rectangular monofasico habitaculo lindero seg via publica, prueba de potencia normal medidor normal acometida normal se cambio tapa rectangular monofasico y se coloco tapa rectangular monofasico en habitaculo lindero por seg en via publica,5,20
seguridad,se verifica medidor sin posibles anomalias. obra clausurada por el gobierno de la ciudad. se cambio tapa se adjunta en fotos,verifico medidor sin posibles anomalia obra clausurada gobierno ciudad cambio tapa adjunta foto, se verifica medidor sin posibles anomalias obra clausurada por el gobierno de la ciudad se cambio tapa se adjunta en fotos,5,13
ok_equipo,se observa medidor caido en gabinete colectivo de chapa.se dijo medidor el mismo funcion normal.se midio X.Xamp.,observa medidor caido gabinete colectivo chapa dijo medidor mismo funcion normal midio amperes, se observa medidor caido en gabinete colectivo de chapa se dijo medidor el mismo funcion normal se midio amperes ,6,13
seguridad,"medidor normal.neutro,conexionado y acometida bien.se cambio tapa y pipeta,se sondeo ramal.",medidor normal neutro conexionado acometida bien cambio tapa pipeta sondeo ramal, medidor normal neutro conexionado y acometida bien se cambio tapa y pipeta se sondeo ramal ,5,11
seguridad,"funcionamiento del medidor normal se sondeo ramal, se coloco tapa y termica se dejo normalizado con una carga de X.X amp.",funcionamiento medidor normal sondeo ramal coloco tapa termica dejo normalizado con carga amperes, funcionamiento del medidor normal se sondeo ramal se coloco tapa y termica se dejo normalizado con una carga de amperes ,5,13
seguridad,se realizo inspeccion completa a medidor puntual encontrandose normal. se coloco tapa,realizo inspeccion completa medidor puntual encontrandose normal coloco tapa, se realizo inspeccion completa a medidor puntual encontrandose normal se coloco tapa,5,9
seguridad,se. verifico normal se cambia marco tapa.,verifico normal cambio marco tapa, se verifico normal se cambia marco tapa ,5,5
no_identificada,alquiler desocupado,alquiler deshabitada, alquiler desocupado,7,2
seguridad,se verif medidor monofasico con suministro normal y registrando consumo. se verif con los precintos correspondiente en carcasa y tapa bornera. se realizo comparacion de carga(X.XXa) en altura y habitaculo. se cbio tapa y termica,verifico medidor monofasico con suministro normal registrando consumo verifico con precinto correspondiente carcasa tapa bornera realizo comparacion carga altura habitaculo cambio tapa termica, se verifica medidor monofasico con suministro normal y registrando consumo se verifica con los precintos correspondiente en carcasa y tapa bornera se realizo comparacion de carga a en altura y habitaculo se cambio tapa y termica,5,23
seguridad,realizo control de giro e integracion de digitos normales a medidor existente en la direccion indicada se recoloca caja antihurto,realizo control giro integracion digitos normales medidor existente direccion indicada recoloca caja antihurto, realizo control de giro e integracion de digitos normales a medidor existente en la direccion indicada se recoloca caja antihurto,5,13
seguridad,medidor normal. se retiro acometida deficiente sin cruce. se coloco nueva acometida sin cruce. se cambio tapa y pipeta,medidor normal retiro acometida deficiente sin cruce coloco nueva acometida sin cruce cambio tapa pipeta, medidor normal se retiro acometida deficiente sin cruce se coloco nueva acometida sin cruce se cambio tapa y pipeta,5,15
seguridad,se cbio tapa y termica,cambio tapa termica, se cambio tapa y termica,5,3
seguridad,cambio de tapa y termica tapa suelta opaca adecuacion,cambio tapa termica tapa suelta opaca adecuacion, cambio de tapa y termica tapa suelta opaca adecuacion,5,7
seguridad,inspeccion medidor activo...giro e integracion de digitos normales colocacion tapa y termica adecuacion conexionado...vivienda sin ocupantes,inspeccion medidor activo giro integracion digitos normales colocacion tapa termica adecuacion conexionado vivienda sin ocupantes, inspeccion medidor activo giro e integracion de digitos normales colocacion tapa y termica adecuacion conexionado vivienda sin ocupantes,5,15
seguridad,"se verif medidor  inspeccion completa sin anomalia se encontro con una carga de X.XX amperes. se cambio acometida sin cruze, tapa y termica",verifico medidor  inspeccion completa sin anomalia encontro con carga amperes cambio acometida sin cruce tapa termica, se verifica medidor  inspeccion completa sin anomalia se encontro con una carga de amperes se cambio acometida sin cruce tapa y termica,5,17
seguridad,medidor funciona normal. se realizo nuevo pase de caja con cable unipolar XxX Xm. se cambio termica y tapa rectangular monofasica,medidor funciona normal realizo nuevo pase caja con cable unipolar cambio termica tapa rectangular monofasica, medidor funciona normal se realizo nuevo pase de caja con cable unipolar por m se cambio termica y tapa rectangular monofasica,5,15
no_identificada,"se realizo verificacion correspondiente al cliente, se cambio termica trifasica obsoleta por nueva.",realizo verificacion correspondiente cliente cambio termica trifasica obsoleta nueva, se realizo verificacion correspondiente al cliente se cambio termica trifasica obsoleta por nueva ,7,9
seguridad,anomalia. seg se normaliza medidor sin tapa en avitaculo,anomalia seguridad normalizo medidor sin tapa habitaculo, anomalia seg se normaliza medidor sin tapa en habitaculo,5,9
seguridad,se prueba de potencia medidor funciona normal. acometida normal se cambio tapa rectangular monof,prueba potencia medidor funciona normal acometida normal cambio tapa rectangular monofasico, se prueba de potencia medidor funciona normal acometida normal se cambio tapa rectangular monofasico,5,11
seguridad,se realizo prueba de potencia el medidor funciona normal se cambio tapa rectangular trifasica acometida normal.,realizo prueba potencia medidor funciona normal cambio tapa rectangular trifasica acometida normal, se realizo prueba de potencia el medidor funciona normal se cambio tapa rectangular trifasica acometida normal ,5,12
seguridad,"se verifico suministro, hallandose tapa en mal estado. se normalizo cambiando y colocando nueva caja antihurto.",verifico suministro hallandose tapa mal estado normalizo cambiando colocando nueva caja antihurto, se verifico suministro hallandose tapa en mal estado se normalizo cambiando y colocando nueva caja antihurto ,5,12
seguridad,se realizo cambio de tapa y termica que estaban con cinta de peligro; la carga de la casa es X.X a y la tension de XXX v,realizo cambio tapa termica con cinta peligro carga casa tension, se realizo cambio de tapa y termica que estaban con cinta de peligro la carga de la casa es a y la tension de v,5,10
seguridad,"se realizo verificacion tX aerea (-X,XX%), se cambio acometida deficiente, se instalo caja antihurto rectangular y se cambio termica de XXa.",realizo verificacion aerea cambio acometida deficiente instalo caja antihurto rectangular cambio termica, se realizo verificacion t aerea se cambio acometida deficiente se instalo caja antihurto rectangular y se cambio termica de a ,5,12
seguridad,se verifico medidor monofasico y acometida sin anomalias se cbio tapa abierta. se precinto. enviar equipo a cambiar monoposte de chapa.,verifico medidor monofasico acometida sin anomalia cambio tapa abierta precinto enviar equipo cambiar monoposte chapa, se verifico medidor monofasico y acometida sin anomalias se cambio tapa abierta se precinto enviar equipo a cambiar monoposte de chapa ,5,15
seguridad,se realiza verificacion completa del medidor numero XXX XX XX X sin anomalia se coloca tapa ciega monofasico,realizo verificacion completa medidor numero sin anomalia coloca tapa ciega monofasico, se realiza verificacion completa del medidor numero sin anomalia se coloca tapa ciega monofasico,5,11
seguridad,nombre:Y movil:XXX legajo ayudante:XXXXX se instalo caja antihurto se encontraba con habitaculo de chapa y cables expuestos,instalo caja antihurto encontraba con habitaculo chapa cables expuestos, nombre Y movil legajo ayudante se instalo caja antihurto se encontraba con habitaculo de chapa y cables expuestos,5,9
seguridad,se cambio tapa trifasica y termica rotas,cambio tapa trifasica termica rotas, se cambio tapa trifasica y termica rotas,5,5
seguridad,se realiza inspeccion completa se encuentra sin fraude se coloca tapa nueva,realizo inspeccion completa encontro sin fraude coloca tapa nueva, se realiza inspeccion completa se encuentra sin fraude se coloca tapa nueva,5,9
ok_equipo,"se encontro normal, local cerrado",encontro normal local cerrado, se encontro normal local cerrado,6,4
seguridad,el medidor funciona bien se reacondiciono tapa,medidor funciona bien reacondiciono tapa, el medidor funciona bien se reacondiciono tapa,5,5
seguridad,verificacion de  oXXXXXX oXXXXXX oXXXXXX se cambio tapa rectangular grande i termica de XX ise dejo precintado no registra consumo porqe es un alquiler,verificacion  cambio tapa rectangular grande termica ise dejo precintado no registra consumo porqe alquiler, verificacion de  o o o se cambio tapa rectangular grande i termica de ise dejo precintado no registra consumo porqe es un alquiler,5,15
visitada,tarea relacionada e_XXXXXXXXXXXX,tarea relacionada, tarea relacionada e ,3,2
seguridad,medidor normal. se cambio tapa. no se coloco caja antihurto por no caber en habitaculo,medidor normal cambio tapa no coloco caja antihurto no caber habitaculo, medidor normal se cambio tapa no se coloco caja antihurto por no caber en habitaculo,5,11
seguridad,en puntual (comercio) se tomo carga:X.XXa-Xa-Xa. con precintos correspondiente. se adecuo habitaculo y conexion. se cbio tapa y termica. se coloco tapa faltante a lindero. se adjunto fotografia. sin anomalias,puntual comercio tomo carga con precinto correspondiente adecuo habitaculo conexion cambio tapa termica coloco tapa faltante lindero adjunto fotografia sin anomalia, en puntual comercio se tomo carga a a a con precintos correspondiente se adecuo habitaculo y conexion se cambio tapa y termica se coloco tapa faltante a lindero se adjunto fotografia sin anomalias,5,21
seguridad,"medidor normal. neutro y conexionado normal. se retira acometida empalmada, se instala XXmts de cable concentrico de aluminio con cruce. se utilizo X morcetos, X preformados. se cambio pipeta y tapa, se coloco termica.",medidor normal neutro conexionado normal retira acometida empalmada instala metros cable concentrico aluminio con cruce utilizo morcetos preformados cambio pipeta tapa coloco termica, medidor normal neutro y conexionado normal se retira acometida empalmada se instala metros de cable concentrico de aluminio con cruce se utilizo morcetos preformados se cambio pipeta y tapa se coloco termica ,5,23
seguridad,durante la verificacion se comprobo medidor en caja antihurto rota y salida por tal motivo se cambio caja antihurto,verificacion comprobo medidor caja antihurto rota salida tal motivo cambio caja antihurto, durante la verificacion se comprobo medidor en caja antihurto rota y salida por tal motivo se cambio caja antihurto,5,12
seguridad,medidor bien. se cambio caja antihurto y termica.,medidor bien cambio caja antihurto termica, medidor bien se cambio caja antihurto y termica ,5,6
seguridad,"medidor caido con tapa rota. se adecuo habitaculo y se cambio tapa, no se detectaron otras anomalias.",medidor caido con tapa rota adecuo habitaculo cambio tapa no detectaron anomalia, medidor caido con tapa rota se adecuo habitaculo y se cambio tapa no se detectaron otras anomalias ,5,12
seguridad,"realizo inspeccion y control in situ con un resultado de X,XX% de error. si coloco tapa y termica, no se encontro anomalias",realizo inspeccion control interno sitio con resultado error coloco tapa termica no encontro anomalia, realizo inspeccion y control interno sitio con un resultado de de error si coloco tapa y termica no se encontro anomalias,5,14
no_identificada,medidor encontrado XXXXXXXX,medidor encontrado, medidor encontrado ,7,2
seguridad,se verifica med trifasico con mascara antihurto y precinto de instalador sin signos de remocion se repuso termica de XX a se coloca tapa ciega trifasica,verifico medidor trifasico con mascara antihurto precinto instalador sin signos remocion repuso termica coloca tapa ciega trifasica, se verifica medidor trifasico con mascara antihurto y precinto de instalador sin signos de remocion se repuso termica de a se coloca tapa ciega trifasica,5,17
seguridad,medidor normal.se cambia tapa y pipeta.,medidor normal cambio tapa pipeta, medidor normal se cambia tapa y pipeta ,5,5
seguridad,se verifico medidor sin anomalias o fraude. control insitu e integracion normal. se precinto bornera y coloco tapa ciega.,verifico medidor sin anomalia fraude control sitio integracion normal precinto bornera coloco tapa ciega, se verifico medidor sin anomalias o fraude control en sitio e integracion normal se precinto bornera y coloco tapa ciega ,5,14
seguridad,se encontro medidor con una carga de X.X amperes se cambio tapa y termica se cambio acometida con cruce codigo baremo oXXXXXX oXXXXXX-XXXXXXX y oXXXXXX,encontro medidor con carga amperes cambio tapa termica cambio acometida con cruce codigo baremo, se encontro medidor con una carga de amperes se cambio tapa y termica se cambio acometida con cruce codigo baremo o o y o ,5,14
seguridad,medidor normal. se cambio termica y se coloco caja trampa. no se pudo cambiar pipeta amurada.,medidor normal cambio termica coloco caja trampa no pudo cambiar pipeta amurada, medidor normal se cambio termica y se coloco caja trampa no se pudo cambiar pipeta amurada ,5,12
seguridad,acometida deficiente se cambio acometida desde linea con cruce y se coloco tapa por falta de materiales en stock de ,acometida deficiente cambio acometida desde linea con cruce coloco tapa falta materiales stock, acometida deficiente se cambio acometida desde linea con cruce y se coloco tapa por falta de materiales en stock de ,5,13
seguridad,medidor normal. se cambio de tapa rota,medidor normal cambio tapa rota, medidor normal se cambio de tapa rota,5,5
seguridad,medidor normal. se cambio tapa capilla opaca,medidor normal cambio tapa capilla opaca, medidor normal se cambio tapa capilla opaca,5,6
ok_equipo,se verifico normal. se cambio tapa lindera med XXXXXXXX-XXXXX.,verifico normal cambio tapa lindera medidor, se verifico normal se cambio tapa lindera medidor ,6,6
seguridad,se realizo prueba de sistema por sistema normal se cambio tapa rectangular subterranea,realizo prueba sistema sistema normal cambio tapa rectangular subterranea, se realizo prueba de sistema por sistema normal se cambio tapa rectangular subterranea,5,9
market,local sin uso. se retiro medidor,local sin uso retiro medidor, local sin uso se retiro medidor,2,5
seguridad,se realizo inspeccion completa al medidor se realizo comparacion de carga con carga propia prueba de arranque y vacio s/anomalias. no se observa ninguna conexion clandestina. se dejo precintado y se coloco tapa capi chica fotos,realizo inspeccion completa medidor realizo comparacion carga con carga propia prueba arranque vacio anomalia no observa ninguna conexion clandestina dejo precintado coloco tapa capilla chica foto, se realizo inspeccion completa al medidor se realizo comparacion de carga con carga propia prueba de arranque y vacio s anomalias no se observa ninguna conexion clandestina se dejo precintado y se coloco tapa capilla chica fotos,5,26
seguridad,se cbia y sella tapa. se precinta med. se realiza inspeccion ocular,cambio sella tapa precinta medidor realizo inspeccion ocular, se cambia y sella tapa se precinta medidor se realiza inspeccion ocular,5,8
ok_equipo,se verifica medidor sin anomalia. con acometida compartida . se normaliza,verifico medidor sin anomalia con acometida compartida normalizo, se verifica medidor sin anomalia con acometida compartida se normaliza,6,8
seguridad,se cambio acometida s/c.prueba de potencia normal. medidor normal. se readecuo tapa rect monof. Xm de aluminio.Xconec.Xpref.sin fotos zona peligroza,cambio acometida prueba potencia normal medidor normal readecuo tapa rectangular monofasico aluminio conexion pref sin foto zona peligrosa, se cambio acometida s c prueba de potencia normal medidor normal se readecuo tapa rectangular monofasico m de aluminio conexion pref sin fotos zona peligrosa,5,18
no_identificada,seg XXXXXXXX hxeXX XXXXXX eXXlX XXXXXX tXXlX XXXXXXXX hxeXX XXXXXXXX hxeXX XXXXXXX skXfabua XXXXXXXX aXXXXplus XXXXXXXX,seguridad hxe hxe hxe sk fabua plus, seg hxe e l t l hxe hxe sk fabua a plus ,7,9
seguridad,se realizo prueba de potencia normal. medidor normal. acometida normal. se coloco caja antihurto recta monof. se cambio pipeta. .XXcm de cinta aisladora,realizo prueba potencia normal medidor normal acometida normal coloco caja antihurto rectangular monofasico cambio pipeta conexion manipulada cinta aisladora, se realizo prueba de potencia normal medidor normal acometida normal se coloco caja antihurto rectangular monofasico se cambio pipeta conexion manipulada de cinta aisladora,5,19
seguridad,se verifica medidor convencional se cambia termicas de XX y XX en mal estado se cambia caja izquierda derecha. XXX XXXXXX,verifico medidor convencional cambio termicas mal estado cambio caja izquierda derecha, se verifica medidor convencional se cambia termicas de y en mal estado se cambia caja izquierda derecha ,5,11
seguridad,se cambio acometida s/c. prueba de potencia normal. medidor normal. se cambio tapa cap. monof. XXm de aluminio. termica monof y pipeta. Xconec.Xpref.,cambio acometida prueba potencia normal medidor normal cambio tapa cap monofasico aluminio termica monofasico pipeta conexion pref, se cambio acometida s c prueba de potencia normal medidor normal se cambio tapa cap monofasico m de aluminio termica monofasico y pipeta conexion pref ,5,17
seguridad,se cambio acometida s/c. prueba de potencia normal. medidor normal. se cambio tapa cap. monof. y termica monof. XXm de cobre aluminio no entra caño obstruido. Xconec.Xpref,cambio acometida prueba potencia normal medidor normal cambio tapa cap monofasico termica monofasico cobre aluminio no entra caño obstruido conexion pref, se cambio acometida s c prueba de potencia normal medidor normal se cambio tapa cap monofasico y termica monofasico m de cobre aluminio no entra caño obstruido conexion pref,5,21
seguridad,se tapan interticios,tapan intersticios, se tapan intersticios,5,2
seguridad,Normal. Se Cambió Tapa Inoperable,normal cambio tapa inoperable, normal se cambio tapa inoperable,5,4
seguridad,cambio de tapa rect chica rota medidor n XXXXXXX baremos oXXXXXX oXXXXXX oXXXXXX oXXXXXX estados XXXXX.X cargas registrada Xa,cambio tapa rectangular chica rota medidor baremo estados carga registrada, cambio de tapa rectangular chica rota medidor n baremos o o o o estados cargas registrada a,5,10
seguridad,se realizo verif completa y verif acom. control instu. se coloco tapa rect mono. cliente sin anomalias,realizo verifico completa verifico acometida control instu coloco tapa rectangular mono cliente sin anomalia, se realizo verifica completa y verifica acometida control instu se coloco tapa rectangular mono cliente sin anomalias,5,14
seguridad,se verifico medidor sin anomalia se coloca tapa ciega se normalisa comercio serrado se cambia tapa ciega medidor lidero num XXXXXXXX y medidor num XXXXXXX no se cambia tapa ciega trif por no tener en stop,verifico medidor sin anomalia coloca tapa ciega normalizo comercio cerrado cambio tapa ciega medidor lindero numero medidor numero no cambio tapa ciega trifasico no tener stop, se verifico medidor sin anomalia se coloca tapa ciega se normaliza comercio cerrado se cambia tapa ciega medidor lindero numero y medidor numero no se cambia tapa ciega trifasico por no tener en stop,5,26
seguridad,se cambio de tapa por seg,cambio tapa seguridad, se cambio de tapa por seg,5,5
seguridad,se concurrio a direccion de referencia realizando prueba de corte medidor funciona normal. acometida normal se cambio tapa rect monof y pipeta,concurrio direccion referencia realizando prueba corte medidor funciona normal acometida normal cambio tapa rectangular monofasico pipeta, se concurrio a direccion de referencia realizando prueba de corte medidor funciona normal acometida normal se cambio tapa rectangular monofasico y pipeta,5,16
seguridad,medidor normal. se retira acometida empalmada. se instala acometida nueva sin cruce. se cambio tapa.,medidor normal retira acometida empalmada instala acometida nueva sin cruce cambio tapa, medidor normal se retira acometida empalmada se instala acometida nueva sin cruce se cambio tapa ,5,12
seguridad,se verif medidor  inspeccion completa sin anomalia se cambio tapa y termica baremos oXXXXXX oXXXXXX oXXXXXX,verifico medidor  inspeccion completa sin anomalia cambio tapa termica baremo, se verifica medidor  inspeccion completa sin anomalia se cambio tapa y termica baremos o o o ,5,11
seguridad,se cambio recta chica por opaca. se adjunta fotos.,cambio rectangular chica opaca adjunta foto, se cambio rectangular chica por opaca se adjunta fotos ,5,6
seguridad,se realizo inspeccion se encontro normal se cambio tapa .,realizo inspeccion encontro normal cambio tapa, se realizo inspeccion se encontro normal se cambio tapa ,5,6
seguridad,medidor funciona normal. se individualizo acometida con XXmts conc Xmm.sin cruce.se conecto en caja distribuidora. se uso X preform. se cambio tapa habitaculo.,medidor funciona normal individualizo acometida con metros concentrico mm sin cruce conecto caja distribuidora uso preform cambio tapa habitaculo, medidor funciona normal se individualizo acometida con metros concentrico mm sin cruce se conecto en caja distribuidora se uso preform se cambio tapa habitaculo ,5,19
market,se realizo traslado de med de pilar de obra a pilar definitivo.,realizo traslado medidor pilar obra pilar definitivo, se realizo traslado de medidor de pilar de obra a pilar definitivo ,2,7
ok_equipo,se realizo inspeccion completa cliente sin anomalias departamento desocupado,realizo inspeccion completa cliente sin anomalia departamento deshabitada, se realizo inspeccion completa cliente sin anomalias departamento desocupado,6,8
seguridad,"comp. carga arrojando error admisible e=-X,XX%. se precinta bornera. se coloca tapa nueva en habitaculo. la tarifa correcta es comercial se trata de una verduleria",comparacion carga arrojando error admisible precinta bornera coloca tapa nueva habitaculo tarifa correcta comercial trata verduleria, comparacion carga arrojando error admisible e se precinta bornera se coloca tapa nueva en habitaculo la tarifa correcta es comercial se trata de una verduleria,5,16
seguridad,se cambio tapa rec trifasica por seg,cambio tapa rectangular trifasica seguridad, se cambio tapa rectangular trifasica por seg,5,7
ok_equipo,se encontro el medidor numero XXXXXXX con una carga de Xamp se verifico y reviso. codigo de baremos oXXXXXX oXXXXXX oXXXXXX,encontro medidor numero con carga amperes verifico reviso codigo baremo, se encontro el medidor numero con una carga de amperes se verifico y reviso codigo de baremos o o o ,6,10
ok_equipo,medidor funciona bien. se notifica guirnaldas pasando por encima de medidores ofreciendo peligro se adjunta foto,medidor funciona bien notifica guirnaldas pasando encima medidor ofreciendo peligro adjunta foto, medidor funciona bien se notifica guirnaldas pasando por encima de medidores ofreciendo peligro se adjunta foto,6,12
seguridad,"se verifico medidor normal, acometida conexionado y neutro normal. se realizo prueba sin anomalias. se coloco tapa.",verifico medidor normal acometida conexionado neutro normal realizo prueba sin anomalia coloco tapa, se verifico medidor normal acometida conexionado y neutro normal se realizo prueba sin anomalias se coloco tapa ,5,13
seguridad,cambio de tapa grande,cambio tapa grande, cambio de tapa grande,5,3
seguridad,se instalo acometida c/c XX mts de cable concentrico aluminio medidor funciona normal se cambio tapa rectangular se utilizo Xconec,instalo acometida metros cable concentrico aluminio medidor funciona normal cambio tapa rectangular utilizo conexion, se instalo acometida c c metros de cable concentrico aluminio medidor funciona normal se cambio tapa rectangular se utilizo conexion,5,14
seguridad,"se realizo prueba in situ, prueba de lazo. se cambio tapa y termica XXa.",realizo prueba interno sitio prueba lazo cambio tapa termica, se realizo prueba interno sitio prueba de lazo se cambio tapa y termica a ,5,9
reparacion,medidor caido y suelto en habitaculo. se instalo caja trampa. acometida amurada. no se pudo sondear. se midio aguas abajo y arriba sin diferencia de carga.se midio X.X amp.se fijo medidor.,medidor caido suelto habitaculo instalo caja trampa acometida amurada no pudo sondear midio aguas abajo arriba sin diferencia carga midio amperes fijo medidor, medidor caido y suelto en habitaculo se instalo caja trampa acometida amurada no se pudo sondear se midio aguas abajo y arriba sin diferencia de carga se midio amperes se fijo medidor ,1,23
no_identificada,"se realizo verificacion correspondiente al cliente, medidor perteneciente a complejo de alquileres.",realizo verificacion correspondiente cliente medidor perteneciente complejo alquileres, se realizo verificacion correspondiente al cliente medidor perteneciente a complejo de alquileres ,7,8
no_identificada,seg . brig j m de rosas XXXX . XXXXXXX mXaX XXXXXXX tXsXa XXXXXXX tXsXa XXXXXXX tXsXa XXXXXX eXXlX XXXXXX skXfabu-a,seguridad brig rosas sk fabu, seg brig j m de rosas m a t s a t s a t s a e l sk fabu a,7,7
seguridad,medidor normal. neutro y conexionado bien acometida bien. se cambio tapa habitaculo y termica.,medidor normal neutro conexionado bien acometida bien cambio tapa habitaculo termica, medidor normal neutro y conexionado bien acometida bien se cambio tapa habitaculo y termica ,5,11
seguridad,medidor normal. no se cambio acometida lape caño con curva. cambio tapa rec chica. carga X.X amp normal.,medidor normal no cambio acometida lape caño con curva cambio tapa rectangular chica carga amperes normal, medidor normal no se cambio acometida lape caño con curva cambio tapa rectangular chica carga amperes normal ,5,16
seguridad,se normaliza seg cambio de tapa monofacica y verificacion de funcionamiento de medidor autoministrado,normalizo seguridad cambio tapa monofasica verificacion funcionamiento medidor autoministrado, se normaliza seg cambio de tapa monofasica y verificacion de funcionamiento de medidor autoministrado,5,11
no_identificada,viv desocupada,viv desocupada, viv desocupada,7,2
seguridad,se encontro medidor numero XXXXXX funcionando correctamente sin anomalia. se reemplazo tapa rota.,encontro medidor numero funcionando correctamente sin anomalia reemplazo tapa rota, se encontro medidor numero funcionando correctamente sin anomalia se reemplazo tapa rota ,5,10
seguridad,operativo verificacion completa tX verificacion y determinacion del terror colocacion de caja antihurto,operativo verificacion completa verificacion determinacion terror colocacion caja antihurto, operativo verificacion completa t verificacion y determinacion del terror colocacion de caja antihurto,5,9
intrusion,oXXXXXX oXXXXXX oXXXXXX oXXXXXX carga registrada Xa retiro de conexion clandestina fase a fase instalacion de caja antihurto capilla estados XXXXX.X XXXXX.X,carga registrada retiro conexion clandestina fase fase instalacion caja antihurto capilla estados, o o o o carga registrada a retiro de conexion clandestina fase a fase instalacion de caja antihurto capilla estados ,0,12
seguridad,medidor funciona normal . neutro conexionado y acometida bien. se instalo caja antihurto y termica. se midio X.XX amperes de carga.,medidor funciona normal neutro conexionado acometida bien instalo caja antihurto termica midio amperes carga, medidor funciona normal neutro conexionado y acometida bien se instalo caja antihurto y termica se midio amperes de carga ,5,14
seguridad,medidor funciona correctamente. se cambio caja trampa. estado: XXXXX,medidor funciona correctamente cambio caja trampa estado, medidor funciona correctamente se cambio caja trampa estado ,5,7
seguridad,oXXXXXX oXXXXXX oXXXXXX carga registrada X a cambio de tapa rect opaca y termica medidor funcionando normal no hay fraude estado XXXXX.X,carga registrada cambio tapa rectangular opaca termica medidor funcionando normal no fraude estado, o o o carga registrada a cambio de tapa rectangular opaca y termica medidor funcionando normal no hay fraude estado ,5,13
